return_id,order_id,return_date,return_reason,refund_amount,reverse_logistics_cost,restockable
RET-001444,ORD-026743,2024-06-04,Wrong Size / Fit,161.1,43.77,True
RET-001445,ORD-026744,2024-04-27,Late Delivery,31.07,42.22,True
RET-001446,ORD-026759,2024-09-21,Wrong Size / Fit,874.45,47.93,True
RET-001447,ORD-026763,2024-07-26,Wrong Size / Fit,311.05,48.27,False
RET-001448,ORD-026789,2024-04-30,Item Defective,135.13,48.3,True
RET-001449,ORD-026865,2024-07-04,Wrong Size / Fit,125.84,36.33,True
RET-001450,ORD-026875,2024-05-15,Wrong Size / Fit,565.8,40.6,True
RET-001451,ORD-026884,2024-06-25,Wrong Size / Fit,37.18,36.13,False
RET-001452,ORD-026908,2024-07-24,Wrong Size / Fit,61.78,39.69,True
RET-001453,ORD-026928,2024-07-10,Wrong Size / Fit,173.51,37.29,True
RET-001454,ORD-026955,2024-05-15,Item Defective,156.73,37.33,False
RET-001455,ORD-026961,2024-09-12,Late Delivery,15.29,40.48,False
RET-001456,ORD-026971,2024-04-28,Wrong Size / Fit,185.18,36.21,True
RET-001457,ORD-026980,2024-04-20,Wrong Size / Fit,137.42,36.22,True
RET-001458,ORD-026981,2024-08-01,Item Defective,1188.66,44.68,True
RET-001459,ORD-027007,2024-05-19,Wrong Size / Fit,166.14,50.61,True
RET-001460,ORD-027014,2024-04-13,Item Defective,93.82,38.01,True
RET-001461,ORD-027017,2024-08-16,Item Defective,35.73,45.6,True
RET-001462,ORD-027037,2024-06-17,Buyer Remorse,211.74,38.84,False
RET-001463,ORD-027059,2024-08-08,Wrong Size / Fit,178.53,45.45,True
RET-001464,ORD-027075,2024-09-10,Item Defective,79.28,51.53,False
RET-001465,ORD-027111,2024-07-04,Item Defective,125.13,46.7,True
RET-001466,ORD-027130,2024-04-20,Item Defective,167.15,40.08,True
RET-001467,ORD-027145,2024-07-05,Wrong Size / Fit,86.91,40.05,True
RET-001468,ORD-027149,2024-05-03,Item Defective,88.57,35.19,True
RET-001469,ORD-027210,2024-04-20,Item Defective,334.28,36.74,True
RET-001470,ORD-027259,2024-06-08,Buyer Remorse,581.04,40.91,True
RET-001471,ORD-027279,2024-09-16,Wrong Size / Fit,116.15,41.31,True
RET-001472,ORD-027301,2024-08-10,Late Delivery,277.16,48.8,True
RET-001473,ORD-027334,2024-07-27,Wrong Size / Fit,61.93,49.28,True
RET-001474,ORD-027345,2024-06-12,Wrong Size / Fit,305.24,37.23,True
RET-001475,ORD-027389,2024-07-24,Late Delivery,72.7,38.48,False
RET-001476,ORD-027391,2024-07-29,Wrong Size / Fit,30.04,37.89,True
RET-001477,ORD-027392,2024-04-30,Wrong Size / Fit,198.52,36.77,False
RET-001478,ORD-027426,2024-06-23,Wrong Size / Fit,94.02,38.2,True
RET-001479,ORD-027437,2024-09-22,Wrong Size / Fit,39.93,51.58,False
RET-001480,ORD-027440,2024-07-12,Late Delivery,637.16,48.2,True
RET-001481,ORD-027455,2024-08-23,Item Defective,231.52,45.01,True
RET-001482,ORD-027470,2024-06-14,Late Delivery,129.37,44.08,True
RET-001483,ORD-027493,2024-07-20,Item Defective,55.04,41.05,False
RET-001484,ORD-027521,2024-06-02,Wrong Size / Fit,561.41,37.88,True
RET-001485,ORD-027527,2024-05-04,Item Defective,431.85,41.31,True
RET-001486,ORD-027545,2024-04-15,Buyer Remorse,271.39,40.55,True
RET-001487,ORD-027567,2024-08-31,Item Defective,39.75,49.16,True
RET-001488,ORD-027599,2024-09-30,Wrong Size / Fit,88.58,50.03,True
RET-001489,ORD-027606,2024-05-24,Wrong Size / Fit,500.74,37.0,True
RET-001490,ORD-027620,2024-06-21,Buyer Remorse,690.5,40.74,True
RET-001491,ORD-027627,2024-09-18,Item Defective,115.78,49.64,True
RET-001492,ORD-027636,2024-06-18,Wrong Size / Fit,358.5,45.8,True
RET-001493,ORD-027671,2024-05-26,Item Defective,321.36,37.24,True
RET-001494,ORD-027683,2024-08-22,Wrong Size / Fit,128.66,51.33,False
RET-001495,ORD-027735,2024-07-28,Item Defective,25.96,40.17,True
RET-001496,ORD-027761,2024-07-13,Item Defective,35.44,49.54,True
RET-001497,ORD-027781,2024-08-21,Wrong Size / Fit,38.88,47.77,True
RET-001498,ORD-027794,2024-08-22,Wrong Size / Fit,30.67,41.02,False
RET-001499,ORD-027809,2024-06-11,Wrong Size / Fit,166.22,47.96,True
RET-001500,ORD-027814,2024-07-31,Wrong Size / Fit,59.02,51.28,True
RET-001501,ORD-027837,2024-08-18,Item Defective,15.1,42.64,True
RET-001502,ORD-027848,2024-05-22,Buyer Remorse,81.57,51.39,True
RET-001503,ORD-027854,2024-08-19,Wrong Size / Fit,86.27,45.71,True
RET-001504,ORD-027901,2024-10-05,Item Defective,79.15,49.99,True
RET-001505,ORD-027916,2024-06-13,Wrong Size / Fit,509.2,50.4,True
RET-001506,ORD-027930,2024-06-29,Wrong Size / Fit,296.23,35.42,True
RET-001507,ORD-027931,2024-09-08,Late Delivery,160.49,36.2,True
RET-001508,ORD-027958,2024-09-17,Wrong Size / Fit,77.53,49.37,True
RET-001509,ORD-027963,2024-04-26,Late Delivery,1134.63,48.2,True
RET-001510,ORD-028013,2024-06-26,Wrong Size / Fit,206.81,35.13,True
RET-001511,ORD-028024,2024-09-15,Item Defective,206.77,49.32,True
RET-001512,ORD-028028,2024-05-03,Wrong Size / Fit,405.85,39.63,True
RET-001513,ORD-028029,2024-04-09,Item Defective,391.98,35.98,False
RET-001514,ORD-028043,2024-09-07,Wrong Size / Fit,76.81,48.57,True
RET-001515,ORD-028105,2024-04-13,Late Delivery,276.49,38.68,True
RET-001516,ORD-028117,2024-05-29,Buyer Remorse,96.04,46.46,True
RET-001517,ORD-028129,2024-06-27,Wrong Size / Fit,558.41,45.0,True
RET-001518,ORD-028135,2024-08-03,Wrong Size / Fit,60.35,35.51,True
RET-001519,ORD-028149,2024-07-22,Buyer Remorse,180.55,38.94,True
RET-001520,ORD-028155,2024-04-12,Wrong Size / Fit,153.04,49.22,True
RET-001521,ORD-028187,2024-07-03,Item Defective,15.77,48.08,True
RET-001522,ORD-028214,2024-05-16,Buyer Remorse,143.23,48.35,True
RET-001523,ORD-028220,2024-04-15,Wrong Size / Fit,258.76,36.74,True
RET-001524,ORD-028222,2024-06-12,Wrong Size / Fit,156.33,44.78,True
RET-001525,ORD-028252,2024-08-31,Wrong Size / Fit,26.78,50.0,True
RET-001526,ORD-028345,2024-05-18,Wrong Size / Fit,270.05,36.84,True
RET-001527,ORD-028366,2024-05-22,Buyer Remorse,40.79,51.68,True
RET-001528,ORD-028377,2024-07-08,Wrong Size / Fit,366.94,45.29,True
RET-001529,ORD-028386,2024-08-05,Late Delivery,180.9,42.89,True
RET-001530,ORD-028426,2024-06-23,Item Defective,141.92,38.92,True
RET-001531,ORD-028482,2024-08-28,Wrong Size / Fit,60.09,49.5,True
RET-001532,ORD-028486,2024-07-27,Late Delivery,26.76,48.47,True
RET-001533,ORD-028495,2024-08-26,Buyer Remorse,498.04,40.5,True
RET-001534,ORD-028554,2024-06-08,Item Defective,286.91,46.11,True
RET-001535,ORD-028562,2024-05-13,Wrong Size / Fit,59.58,51.29,True
RET-001536,ORD-028583,2024-08-29,Wrong Size / Fit,59.17,40.3,True
RET-001537,ORD-028585,2024-05-21,Wrong Size / Fit,37.43,42.34,False
RET-001538,ORD-028604,2024-06-03,Item Defective,191.57,40.9,False
RET-001539,ORD-028663,2024-07-21,Wrong Size / Fit,203.78,39.54,True
RET-001540,ORD-028668,2024-05-07,Late Delivery,100.92,45.37,True
RET-001541,ORD-028744,2024-04-16,Late Delivery,124.87,51.86,True
RET-001542,ORD-028757,2024-10-02,Item Defective,169.75,38.3,False
RET-001543,ORD-028763,2024-09-21,Item Defective,90.94,37.46,True
RET-001544,ORD-028775,2024-07-25,Buyer Remorse,168.11,49.26,True
RET-001545,ORD-028785,2024-09-15,Item Defective,157.67,35.16,True
RET-001546,ORD-028792,2024-07-13,Wrong Size / Fit,594.67,44.69,True
RET-001547,ORD-028812,2024-07-18,Wrong Size / Fit,116.63,39.12,True
RET-001548,ORD-028824,2024-06-01,Item Defective,186.71,50.7,True
RET-001549,ORD-028849,2024-09-25,Item Defective,356.44,46.68,True
RET-001550,ORD-028871,2024-06-17,Item Defective,152.64,44.05,True
RET-001551,ORD-028902,2024-09-05,Late Delivery,360.03,51.75,True
RET-001552,ORD-028917,2024-05-24,Wrong Size / Fit,56.82,51.89,False
RET-001553,ORD-028919,2024-07-17,Wrong Size / Fit,606.66,47.46,True
RET-001554,ORD-028920,2024-05-11,Item Defective,243.67,48.44,True
RET-001555,ORD-028952,2024-05-18,Item Defective,27.55,38.33,True
RET-001556,ORD-028953,2024-06-20,Late Delivery,92.77,47.79,False
RET-001557,ORD-028975,2024-07-15,Late Delivery,520.71,37.53,False
RET-001558,ORD-029028,2024-05-06,Item Defective,271.57,43.52,True
RET-001559,ORD-029031,2024-06-25,Item Defective,552.08,48.27,True
RET-001560,ORD-029033,2024-09-21,Late Delivery,200.08,50.1,True
RET-001561,ORD-029129,2024-06-26,Wrong Size / Fit,482.79,46.58,True
RET-001562,ORD-029146,2024-08-26,Wrong Size / Fit,70.55,44.69,True
RET-001563,ORD-029175,2024-06-30,Wrong Size / Fit,339.17,49.29,True
RET-001564,ORD-029226,2024-09-01,Item Defective,36.39,44.86,True
RET-001565,ORD-029235,2024-08-16,Late Delivery,128.49,37.13,True
RET-001566,ORD-029238,2024-10-01,Wrong Size / Fit,597.46,35.57,True
RET-001567,ORD-029243,2024-06-08,Late Delivery,988.34,47.15,True
RET-001568,ORD-029267,2024-04-29,Late Delivery,697.14,37.24,True
RET-001569,ORD-029302,2024-04-22,Wrong Size / Fit,187.79,44.05,True
RET-001570,ORD-029345,2024-06-02,Late Delivery,15.74,38.71,True
RET-001571,ORD-029368,2024-06-21,Late Delivery,382.22,50.07,False
RET-001572,ORD-029388,2024-04-08,Late Delivery,282.82,35.69,False
RET-001573,ORD-029398,2024-05-20,Wrong Size / Fit,186.93,44.36,True
RET-001574,ORD-029404,2024-04-18,Item Defective,442.01,46.36,True
RET-001575,ORD-029467,2024-05-15,Wrong Size / Fit,469.87,48.05,True
RET-001576,ORD-029516,2024-06-15,Wrong Size / Fit,124.4,39.64,True
RET-001577,ORD-029522,2024-04-28,Wrong Size / Fit,243.79,48.28,False
RET-001578,ORD-029552,2024-07-18,Late Delivery,18.01,39.27,False
RET-001579,ORD-029631,2024-08-11,Wrong Size / Fit,14.64,36.69,True
RET-001580,ORD-029634,2024-05-21,Late Delivery,170.22,51.0,False
RET-001581,ORD-029666,2024-08-18,Item Defective,15.02,37.86,True
RET-001582,ORD-029681,2024-09-06,Wrong Size / Fit,139.6,39.83,True
RET-001583,ORD-029682,2024-08-11,Buyer Remorse,561.47,39.16,True
RET-001584,ORD-029688,2024-07-06,Item Defective,242.93,43.39,True
RET-001585,ORD-029732,2024-07-30,Buyer Remorse,138.44,40.6,True
RET-001586,ORD-029770,2024-07-31,Item Defective,90.62,36.61,True
RET-001587,ORD-029780,2024-09-23,Wrong Size / Fit,76.85,39.14,True
RET-001588,ORD-029795,2024-09-19,Item Defective,181.35,37.39,True
RET-001589,ORD-029828,2024-05-07,Late Delivery,437.16,41.9,True
RET-001590,ORD-029905,2024-06-24,Item Defective,86.62,36.92,True
RET-001591,ORD-029910,2024-04-19,Item Defective,75.82,44.37,True
RET-001592,ORD-029971,2024-09-17,Late Delivery,91.74,39.29,True
RET-001593,ORD-029981,2024-07-14,Buyer Remorse,54.23,50.23,True
RET-001594,ORD-029984,2024-09-17,Wrong Size / Fit,855.93,42.53,True
RET-001595,ORD-030019,2024-08-08,Buyer Remorse,161.14,39.13,True
RET-001596,ORD-030022,2024-10-05,Wrong Size / Fit,176.2,39.78,True
RET-001597,ORD-030032,2024-07-12,Item Defective,88.52,47.06,True
RET-001598,ORD-030048,2024-05-19,Wrong Size / Fit,77.74,46.8,True
RET-001599,ORD-030100,2024-04-11,Wrong Size / Fit,418.67,48.63,True
RET-001600,ORD-030103,2024-09-04,Late Delivery,139.48,38.06,True
RET-001601,ORD-030126,2024-05-05,Item Defective,202.92,41.25,False
RET-001602,ORD-030165,2024-05-03,Item Defective,44.18,48.63,True
RET-001603,ORD-030177,2024-05-01,Wrong Size / Fit,557.09,41.14,True
RET-001604,ORD-030193,2024-04-15,Item Defective,276.61,37.52,True
RET-001605,ORD-030194,2024-08-28,Item Defective,364.19,50.83,True
RET-001606,ORD-030205,2024-04-16,Wrong Size / Fit,517.19,37.0,True
RET-001607,ORD-030211,2024-04-11,Buyer Remorse,72.7,38.09,True
RET-001608,ORD-030239,2024-06-09,Late Delivery,418.9,37.59,True
RET-001609,ORD-030250,2024-05-09,Wrong Size / Fit,156.05,37.23,True
RET-001610,ORD-030293,2024-06-07,Item Defective,31.23,43.5,True
RET-001611,ORD-030313,2024-06-20,Late Delivery,314.46,45.49,True
RET-001612,ORD-030341,2024-07-21,Late Delivery,77.82,50.74,True
RET-001613,ORD-030343,2024-07-12,Wrong Size / Fit,30.55,51.06,True
RET-001614,ORD-030349,2024-08-26,Item Defective,171.73,48.42,True
RET-001615,ORD-030353,2024-08-18,Wrong Size / Fit,15.2,48.79,True
RET-001616,ORD-030386,2024-07-24,Buyer Remorse,1026.39,37.86,True
RET-001617,ORD-030397,2024-08-18,Late Delivery,39.99,48.7,True
RET-001618,ORD-030410,2024-07-24,Late Delivery,853.2,37.32,True
RET-001619,ORD-030433,2024-07-17,Item Defective,128.48,44.84,True
RET-001620,ORD-030437,2024-05-12,Wrong Size / Fit,165.31,50.67,True
RET-001621,ORD-030444,2024-08-02,Late Delivery,133.88,47.68,True
RET-001622,ORD-030478,2024-04-10,Wrong Size / Fit,594.83,43.4,False
RET-001623,ORD-030497,2024-09-03,Late Delivery,95.36,45.35,True
RET-001624,ORD-030502,2024-06-08,Buyer Remorse,127.49,40.85,True
RET-001625,ORD-030555,2024-06-16,Wrong Size / Fit,271.35,51.51,True
RET-001626,ORD-030652,2024-07-09,Wrong Size / Fit,53.48,36.8,False
RET-001627,ORD-030703,2024-09-02,Item Defective,54.64,42.54,True
RET-001628,ORD-030767,2024-06-24,Wrong Size / Fit,187.1,51.45,True
RET-001629,ORD-030793,2024-04-30,Wrong Size / Fit,83.86,50.6,True
RET-001630,ORD-030852,2024-09-20,Buyer Remorse,115.58,36.39,True
RET-001631,ORD-030881,2024-04-12,Wrong Size / Fit,401.53,40.71,True
RET-001632,ORD-030906,2024-04-29,Item Defective,601.22,51.18,True
RET-001633,ORD-030908,2024-08-10,Late Delivery,83.86,46.66,True
RET-001634,ORD-030910,2024-07-10,Late Delivery,57.48,42.54,False
RET-001635,ORD-030914,2024-06-15,Item Defective,1039.72,37.93,True
RET-001636,ORD-030979,2024-07-23,Wrong Size / Fit,185.46,35.29,True
RET-001637,ORD-030994,2024-10-04,Buyer Remorse,149.16,46.07,True
RET-001638,ORD-031006,2024-04-06,Wrong Size / Fit,180.78,38.55,True
RET-001639,ORD-031010,2024-09-19,Late Delivery,46.88,35.35,False
RET-001640,ORD-031018,2024-08-15,Late Delivery,30.59,48.87,True
RET-001641,ORD-031026,2024-06-30,Wrong Size / Fit,179.95,44.67,True
RET-001642,ORD-031074,2024-08-23,Buyer Remorse,142.31,35.36,True
RET-001643,ORD-031076,2024-09-18,Late Delivery,77.1,37.96,True
RET-001644,ORD-031095,2024-04-08,Item Defective,473.39,35.26,False
RET-001645,ORD-031157,2024-04-22,Late Delivery,61.82,44.93,True
RET-001646,ORD-031170,2024-05-24,Wrong Size / Fit,73.68,38.14,True
RET-001647,ORD-031192,2024-09-19,Item Defective,46.01,44.96,True
RET-001648,ORD-031195,2024-08-08,Late Delivery,56.72,50.88,True
RET-001649,ORD-031204,2024-04-27,Buyer Remorse,257.95,46.85,True
RET-001650,ORD-031207,2024-07-11,Item Defective,27.13,39.33,True
RET-001651,ORD-031214,2024-05-16,Late Delivery,253.88,51.77,True
RET-001652,ORD-031233,2024-08-06,Item Defective,396.46,40.96,True
RET-001653,ORD-031235,2024-07-27,Wrong Size / Fit,30.48,49.46,False
RET-001654,ORD-031299,2024-07-31,Wrong Size / Fit,84.06,35.7,True
RET-001655,ORD-031333,2024-07-19,Item Defective,264.26,46.03,False
RET-001656,ORD-031407,2024-07-12,Item Defective,52.94,35.98,True
RET-001657,ORD-031412,2024-07-03,Item Defective,979.71,51.31,True
RET-001658,ORD-031440,2024-09-05,Item Defective,365.79,48.14,True
RET-001659,ORD-031470,2024-04-15,Wrong Size / Fit,167.96,46.96,True
RET-001660,ORD-031476,2024-09-11,Late Delivery,496.24,47.8,True
RET-001661,ORD-031489,2024-04-09,Late Delivery,120.12,38.46,False
RET-001662,ORD-031504,2024-06-06,Buyer Remorse,76.96,42.54,False
RET-001663,ORD-031507,2024-09-09,Wrong Size / Fit,266.6,36.86,True
RET-001664,ORD-031582,2024-09-06,Late Delivery,366.92,44.2,False
RET-001665,ORD-031627,2024-07-14,Wrong Size / Fit,866.23,44.38,True
RET-001666,ORD-031630,2024-04-21,Wrong Size / Fit,86.81,35.27,True
RET-001667,ORD-031647,2024-05-06,Item Defective,120.63,42.84,True
RET-001668,ORD-031656,2024-06-18,Wrong Size / Fit,64.15,49.28,True
RET-001669,ORD-031671,2024-06-28,Late Delivery,30.75,39.64,True
RET-001670,ORD-031679,2024-08-28,Wrong Size / Fit,36.26,43.46,True
RET-001671,ORD-031714,2024-07-27,Late Delivery,17.93,49.15,True
RET-001672,ORD-031718,2024-07-18,Wrong Size / Fit,56.52,42.78,True
RET-001673,ORD-031725,2024-06-08,Item Defective,273.13,39.51,False
RET-001674,ORD-031726,2024-07-11,Late Delivery,295.64,51.79,True
RET-001675,ORD-031732,2024-04-07,Late Delivery,1134.66,41.7,True
RET-001676,ORD-031734,2024-08-24,Item Defective,135.29,44.91,True
RET-001677,ORD-031740,2024-08-19,Late Delivery,53.11,46.14,True
RET-001678,ORD-031745,2024-08-17,Wrong Size / Fit,14.63,46.05,True
RET-001679,ORD-031750,2024-04-14,Item Defective,135.78,45.2,True
RET-001680,ORD-031767,2024-05-05,Late Delivery,93.84,35.69,True
RET-001681,ORD-031768,2024-05-01,Wrong Size / Fit,120.93,46.45,True
RET-001682,ORD-031772,2024-05-03,Item Defective,47.33,44.35,True
RET-001683,ORD-031774,2024-05-29,Wrong Size / Fit,475.9,47.03,True
RET-001684,ORD-031828,2024-08-03,Wrong Size / Fit,15.31,51.76,True
RET-001685,ORD-031833,2024-07-12,Late Delivery,77.45,49.94,True
RET-001686,ORD-031850,2024-06-12,Wrong Size / Fit,427.43,40.28,True
RET-001687,ORD-031860,2024-08-16,Late Delivery,158.49,51.97,False
RET-001688,ORD-031861,2024-05-04,Late Delivery,201.15,40.22,True
RET-001689,ORD-031869,2024-05-19,Item Defective,385.39,37.37,False
RET-001690,ORD-031895,2024-06-14,Buyer Remorse,60.28,42.67,True
RET-001691,ORD-031900,2024-08-06,Wrong Size / Fit,1144.95,51.2,True
RET-001692,ORD-031910,2024-06-16,Buyer Remorse,391.17,51.97,True
RET-001693,ORD-031925,2024-05-06,Late Delivery,113.96,35.59,True
RET-001694,ORD-031957,2024-06-24,Item Defective,136.9,44.94,True
RET-001695,ORD-031984,2024-10-05,Late Delivery,173.01,37.07,True
RET-001696,ORD-032000,2024-05-29,Late Delivery,117.57,38.0,True
RET-001697,ORD-032003,2024-04-18,Late Delivery,734.41,48.92,True
RET-001698,ORD-032043,2024-09-08,Item Defective,129.18,37.52,True
RET-001699,ORD-032044,2024-09-25,Item Defective,241.55,39.67,True
RET-001700,ORD-032050,2024-05-03,Wrong Size / Fit,31.6,44.19,True
RET-001701,ORD-032056,2024-08-16,Wrong Size / Fit,238.59,44.68,True
RET-001702,ORD-032079,2024-05-17,Wrong Size / Fit,205.74,51.38,True
RET-001703,ORD-032117,2024-08-27,Wrong Size / Fit,90.12,47.73,True
RET-001704,ORD-032132,2024-05-15,Late Delivery,279.83,35.83,True
RET-001705,ORD-032179,2024-09-20,Item Defective,57.6,50.84,True
RET-001706,ORD-032180,2024-07-18,Item Defective,44.92,47.84,True
RET-001707,ORD-032197,2024-08-08,Wrong Size / Fit,186.03,39.12,True
RET-001708,ORD-032200,2024-09-07,Late Delivery,88.41,35.68,True
RET-001709,ORD-032213,2024-07-22,Wrong Size / Fit,58.9,37.44,True
RET-001710,ORD-032247,2024-09-05,Wrong Size / Fit,315.09,39.99,True
RET-001711,ORD-032270,2024-07-02,Buyer Remorse,30.97,44.47,True
RET-001712,ORD-032271,2024-07-10,Late Delivery,157.03,42.13,False
RET-001713,ORD-032312,2024-08-30,Item Defective,97.66,46.92,True
RET-001714,ORD-032370,2024-07-09,Item Defective,69.42,44.29,True
RET-001715,ORD-032382,2024-06-21,Wrong Size / Fit,47.8,36.15,True
RET-001716,ORD-032409,2024-10-07,Wrong Size / Fit,55.02,41.85,True
RET-001717,ORD-032468,2024-09-23,Item Defective,77.02,42.02,True
RET-001718,ORD-032507,2024-09-29,Wrong Size / Fit,120.46,35.51,True
RET-001719,ORD-032511,2024-07-21,Wrong Size / Fit,176.49,51.06,True
RET-001720,ORD-032533,2024-05-09,Late Delivery,273.73,48.11,True
RET-001721,ORD-032571,2024-09-04,Item Defective,84.01,49.22,True
RET-001722,ORD-032584,2024-09-26,Wrong Size / Fit,179.64,38.72,False
RET-001723,ORD-032614,2024-05-08,Item Defective,121.64,46.24,False
RET-001724,ORD-032628,2024-05-19,Late Delivery,167.71,43.77,True
RET-001725,ORD-032639,2024-09-30,Item Defective,39.59,49.04,True
RET-001726,ORD-032642,2024-06-07,Item Defective,84.13,42.85,False
RET-001727,ORD-032665,2024-04-25,Item Defective,665.97,35.05,True
RET-001728,ORD-032674,2024-08-25,Buyer Remorse,174.37,37.04,False
RET-001729,ORD-032699,2024-08-20,Item Defective,123.12,49.84,True
RET-001730,ORD-032707,2024-09-28,Wrong Size / Fit,144.52,50.81,True
RET-001731,ORD-032711,2024-08-24,Late Delivery,18.31,49.64,False
RET-001732,ORD-032722,2024-10-06,Wrong Size / Fit,266.04,35.71,True
RET-001733,ORD-032751,2024-04-24,Item Defective,86.81,51.9,True
RET-001734,ORD-032754,2024-05-26,Wrong Size / Fit,56.21,39.21,True
RET-001735,ORD-032781,2024-07-20,Wrong Size / Fit,60.56,44.07,True
RET-001736,ORD-032795,2024-08-27,Item Defective,509.13,50.93,True
RET-001737,ORD-032796,2024-08-02,Wrong Size / Fit,130.64,41.86,True
RET-001738,ORD-032818,2024-06-08,Late Delivery,27.29,42.99,True
RET-001739,ORD-032829,2024-08-08,Item Defective,79.67,35.9,True
RET-001740,ORD-032852,2024-06-16,Item Defective,104.76,41.28,True
RET-001741,ORD-032858,2024-09-26,Wrong Size / Fit,140.54,51.26,True
RET-001742,ORD-032879,2024-05-10,Wrong Size / Fit,254.61,42.79,True
RET-001743,ORD-032912,2024-04-08,Item Defective,210.7,48.4,True
RET-001744,ORD-032924,2024-09-02,Wrong Size / Fit,195.35,41.0,True
RET-001745,ORD-032968,2024-08-10,Wrong Size / Fit,54.08,41.36,True
RET-001746,ORD-033035,2024-09-01,Item Defective,164.73,51.56,True
RET-001747,ORD-033049,2024-09-08,Wrong Size / Fit,14.6,46.81,False
RET-001748,ORD-033100,2024-07-11,Wrong Size / Fit,77.74,35.25,True
RET-001749,ORD-033104,2024-09-10,Item Defective,450.27,51.23,False
RET-001750,ORD-033113,2024-04-28,Late Delivery,53.82,39.4,True
RET-001751,ORD-033143,2024-07-21,Wrong Size / Fit,267.14,48.01,True
RET-001752,ORD-033171,2024-09-07,Late Delivery,137.43,47.3,True
RET-001753,ORD-033191,2024-05-06,Late Delivery,249.65,42.77,True
RET-001754,ORD-033216,2024-06-17,Wrong Size / Fit,113.68,51.62,True
RET-001755,ORD-033286,2024-07-14,Late Delivery,161.2,43.77,True
RET-001756,ORD-033295,2024-07-23,Item Defective,200.3,37.87,True
RET-001757,ORD-033307,2024-05-14,Wrong Size / Fit,163.06,38.41,True
RET-001758,ORD-033310,2024-09-08,Item Defective,843.75,37.52,True
RET-001759,ORD-033312,2024-06-03,Wrong Size / Fit,248.68,45.78,False
RET-001760,ORD-033354,2024-08-06,Wrong Size / Fit,171.68,42.96,True
RET-001761,ORD-033356,2024-09-29,Item Defective,415.64,35.94,True
RET-001762,ORD-033373,2024-07-29,Wrong Size / Fit,90.5,42.42,True
RET-001763,ORD-033381,2024-08-15,Wrong Size / Fit,51.17,39.74,True
RET-001764,ORD-033398,2024-04-24,Item Defective,469.2,39.82,True
RET-001765,ORD-033401,2024-06-25,Wrong Size / Fit,36.49,40.6,True
RET-001766,ORD-033442,2024-08-08,Item Defective,209.22,44.49,False
RET-001767,ORD-033447,2024-06-29,Buyer Remorse,243.51,45.51,True
RET-001768,ORD-033474,2024-06-27,Item Defective,18.73,36.78,True
RET-001769,ORD-033484,2024-05-17,Item Defective,107.83,35.8,True
RET-001770,ORD-033486,2024-06-23,Item Defective,340.22,45.3,True
RET-001771,ORD-033508,2024-05-11,Wrong Size / Fit,83.58,37.25,True
RET-001772,ORD-033509,2024-07-22,Item Defective,30.07,35.69,True
RET-001773,ORD-033549,2024-08-28,Wrong Size / Fit,114.76,36.67,True
RET-001774,ORD-033558,2024-05-15,Item Defective,264.98,39.0,True
RET-001775,ORD-033599,2024-06-09,Late Delivery,765.37,43.88,True
RET-001776,ORD-033604,2024-09-13,Wrong Size / Fit,571.72,38.95,True
RET-001777,ORD-033613,2024-04-22,Wrong Size / Fit,37.04,35.89,True
RET-001778,ORD-033639,2024-07-29,Wrong Size / Fit,45.96,44.75,True
RET-001779,ORD-033650,2024-09-04,Wrong Size / Fit,311.85,48.98,True
RET-001780,ORD-033677,2024-09-28,Wrong Size / Fit,68.47,51.79,True
RET-001781,ORD-033678,2024-07-14,Late Delivery,14.88,38.45,True
RET-001782,ORD-033681,2024-08-31,Late Delivery,188.6,50.83,True
RET-001783,ORD-033684,2024-06-29,Late Delivery,15.82,43.22,True
RET-001784,ORD-033708,2024-08-08,Item Defective,109.36,51.93,True
RET-001785,ORD-033728,2024-09-12,Item Defective,136.41,41.06,True
RET-001786,ORD-033729,2024-04-08,Wrong Size / Fit,61.53,51.87,True
RET-001787,ORD-033735,2024-05-08,Late Delivery,94.95,43.42,True
RET-001788,ORD-033755,2024-06-15,Item Defective,958.85,41.17,False
RET-001789,ORD-033787,2024-09-26,Item Defective,35.13,49.63,True
RET-001790,ORD-033805,2024-05-22,Wrong Size / Fit,257.61,41.5,True
RET-001791,ORD-033824,2024-07-06,Late Delivery,185.9,44.37,True
RET-001792,ORD-033833,2024-09-05,Late Delivery,1029.2,50.76,True
RET-001793,ORD-033839,2024-06-15,Late Delivery,1130.85,50.47,True
RET-001794,ORD-033873,2024-08-26,Item Defective,115.02,45.26,True
RET-001795,ORD-033892,2024-09-27,Wrong Size / Fit,179.09,43.43,True
RET-001796,ORD-033902,2024-06-29,Item Defective,652.1,39.02,False
RET-001797,ORD-033948,2024-06-03,Wrong Size / Fit,127.72,38.99,True
RET-001798,ORD-033950,2024-08-14,Wrong Size / Fit,434.81,42.14,True
RET-001799,ORD-033959,2024-08-11,Buyer Remorse,46.48,37.68,True
RET-001800,ORD-033963,2024-06-04,Wrong Size / Fit,154.51,50.89,True
RET-001801,ORD-033966,2024-06-17,Wrong Size / Fit,186.43,40.38,True
RET-001802,ORD-033983,2024-10-02,Item Defective,39.6,44.79,True
RET-001803,ORD-033992,2024-04-14,Item Defective,31.21,47.84,True
RET-001804,ORD-034003,2024-07-02,Wrong Size / Fit,115.87,43.43,True
RET-001805,ORD-034004,2024-08-12,Wrong Size / Fit,575.36,38.97,True
