order_id,customer_id,order_date,order_status,payment_method,shipping_partner,gross_amount,discount_amount,net_amount,delivery_fee,delivery_cost
ORD-000240,CUST-005982,2024-07-28,Delivered,Credit Card,BlueDart,206.0,14.91,191.09,0.0,91.74
ORD-000241,CUST-012491,2024-05-01,Delivered,Credit Card,FastLogistics,211.0,2.61,208.39,0.0,70.93
ORD-000242,CUST-012870,2024-09-06,Delivered,Credit Card,FastLogistics,280.0,19.49,260.51,0.0,82.36
ORD-000243,CUST-006128,2024-08-29,Delivered,Credit Card,ExpressCargo,557.66,36.5,521.16,0.0,76.06
ORD-000244,CUST-008113,2024-06-08,Delivered,UPI,ExpressCargo,430.0,6.69,423.31,0.0,69.34
ORD-000245,CUST-005746,2024-08-05,Delivered,Credit Card,FastLogistics,190.52,11.62,178.9,0.0,85.17
ORD-000246,CUST-007954,2024-07-13,Delivered,Net Banking,FastLogistics,235.0,20.27,214.73,0.0,82.35
ORD-000247,CUST-000742,2024-07-02,Delivered,UPI,BlueDart,124.0,8.44,115.56,0.0,92.76
ORD-000248,CUST-003033,2024-04-27,Delivered,Credit Card,BlueDart,199.0,7.82,191.18,0.0,88.77
ORD-000249,CUST-007405,2024-09-19,Delivered,UPI,ExpressCargo,140.0,10.93,129.07,0.0,76.34
ORD-000250,CUST-008727,2024-04-12,Returned,Net Banking,ExpressCargo,574.0,15.6,558.4,0.0,65.3
ORD-000251,CUST-011409,2024-08-01,Delivered,Credit Card,BlueDart,42.3,2.23,40.07,5.0,91.74
ORD-000252,CUST-005865,2024-04-03,Delivered,UPI,FastLogistics,299.5,8.33,291.17,0.0,75.18
ORD-000253,CUST-013338,2024-04-01,Delivered,Credit Card,BlueDart,140.0,4.66,135.34,0.0,87.02
ORD-000254,CUST-000140,2024-07-21,Delivered,UPI,FastLogistics,32.0,1.59,30.41,5.0,86.38
ORD-000255,CUST-009493,2024-07-19,Delivered,Net Banking,ExpressCargo,158.6,13.2,145.4,0.0,74.19
ORD-000256,CUST-000577,2024-09-08,Delivered,UPI,BlueDart,229.3,15.4,213.9,0.0,91.26
ORD-000257,CUST-011996,2024-09-17,Delivered,UPI,ExpressCargo,192.0,10.09,181.91,0.0,73.38
ORD-000258,CUST-006968,2024-06-16,Delivered,UPI,FastLogistics,190.0,3.84,186.16,0.0,69.6
ORD-000259,CUST-003138,2024-06-10,Delivered,UPI,FastLogistics,39.0,1.14,37.86,5.0,72.82
ORD-000260,CUST-008078,2024-06-15,Delivered,Net Banking,BlueDart,124.0,3.0,121.0,0.0,85.23
ORD-000261,CUST-011027,2024-09-22,Delivered,Credit Card,BlueDart,459.66,29.44,430.22,0.0,89.35
ORD-000262,CUST-000480,2024-08-07,Delivered,Credit Card,BlueDart,19.5,1.3,18.2,5.0,91.8
ORD-000263,CUST-005090,2024-06-08,Delivered,UPI,BlueDart,310.0,4.88,305.12,0.0,90.04
ORD-000264,CUST-009078,2024-05-01,Delivered,UPI,ExpressCargo,360.0,14.01,345.99,0.0,65.96
ORD-000265,CUST-002060,2024-05-23,Delivered,Credit Card,BlueDart,180.0,7.13,172.87,0.0,88.89
ORD-000266,CUST-009961,2024-06-25,Delivered,Credit Card,BlueDart,280.0,8.16,271.84,0.0,86.79
ORD-000267,CUST-003334,2024-05-26,Delivered,Credit Card,FastLogistics,95.0,3.48,91.52,0.0,72.06
ORD-000268,CUST-000986,2024-06-12,Delivered,COD,BlueDart,121.0,2.75,118.25,0.0,86.1
ORD-000269,CUST-011548,2024-06-12,Delivered,UPI,ExpressCargo,228.0,2.66,225.34,0.0,65.58
ORD-000270,CUST-003168,2024-06-14,Delivered,Credit Card,ExpressCargo,379.0,4.63,374.37,0.0,70.24
ORD-000271,CUST-000547,2024-06-01,Delivered,Net Banking,BlueDart,375.0,14.31,360.69,0.0,88.73
ORD-000272,CUST-001608,2024-08-16,Delivered,COD,ExpressCargo,65.0,2.83,62.17,5.0,73.53
ORD-000273,CUST-009107,2024-08-29,Delivered,UPI,ExpressCargo,84.6,7.1,77.5,5.0,74.27
ORD-000274,CUST-010827,2024-07-03,Delivered,COD,ExpressCargo,315.5,21.43,294.07,0.0,76.73
ORD-000275,CUST-012562,2024-08-03,Delivered,UPI,FastLogistics,1374.32,110.5,1263.82,0.0,86.23
ORD-000276,CUST-003264,2024-06-20,Returned,Net Banking,ExpressCargo,144.0,5.1,138.9,0.0,69.71
ORD-000277,CUST-010765,2024-06-04,Delivered,Net Banking,ExpressCargo,489.0,19.51,469.49,0.0,69.06
ORD-000278,CUST-003847,2024-08-05,Delivered,Credit Card,FastLogistics,16.0,0.77,15.23,5.0,85.15
ORD-000279,CUST-000105,2024-09-10,Delivered,UPI,FastLogistics,124.0,5.89,118.11,0.0,86.95
ORD-000280,CUST-007500,2024-05-02,Delivered,Credit Card,ExpressCargo,318.0,4.37,313.63,0.0,70.93
ORD-000281,CUST-009830,2024-07-25,Delivered,Credit Card,FastLogistics,84.0,3.82,80.18,0.0,83.91
ORD-000282,CUST-003556,2024-04-07,Delivered,UPI,FastLogistics,454.0,6.14,447.86,0.0,74.71
ORD-000283,CUST-011775,2024-08-14,Delivered,COD,FastLogistics,130.0,9.88,120.12,0.0,83.45
ORD-000284,CUST-011094,2024-07-21,Delivered,COD,FastLogistics,89.3,4.5,84.8,0.0,86.27
ORD-000285,CUST-009911,2024-09-06,Delivered,Credit Card,BlueDart,106.26,7.36,98.9,0.0,89.91
ORD-000286,CUST-000495,2024-06-30,Delivered,UPI,BlueDart,56.0,1.96,54.04,5.0,87.57
ORD-000287,CUST-007052,2024-06-23,Delivered,UPI,ExpressCargo,647.0,7.16,639.84,0.0,69.09
ORD-000288,CUST-000778,2024-09-06,Delivered,Credit Card,BlueDart,406.12,26.24,379.88,0.0,90.61
ORD-000289,CUST-006812,2024-07-01,Delivered,UPI,FastLogistics,29.0,1.37,27.63,5.0,83.92
ORD-000290,CUST-004415,2024-04-25,Delivered,UPI,FastLogistics,199.0,3.49,195.51,0.0,73.38
ORD-000291,CUST-000120,2024-07-19,Delivered,Credit Card,FastLogistics,233.0,20.81,212.19,0.0,84.11
ORD-000292,CUST-007576,2024-08-05,Delivered,COD,FastLogistics,76.0,3.6,72.4,5.0,84.12
ORD-000293,CUST-003812,2024-07-01,Delivered,UPI,BlueDart,450.26,21.31,428.95,0.0,91.99
ORD-000294,CUST-002287,2024-04-16,Delivered,UPI,ExpressCargo,155.0,4.78,150.22,0.0,67.86
ORD-000295,CUST-001678,2024-06-28,Delivered,UPI,ExpressCargo,76.0,1.44,74.56,5.0,68.32
ORD-000296,CUST-005287,2024-08-19,Delivered,Net Banking,ExpressCargo,147.0,12.87,134.13,0.0,76.94
ORD-000297,CUST-003326,2024-06-28,Delivered,Net Banking,FastLogistics,287.0,7.39,279.61,0.0,70.41
ORD-000298,CUST-011711,2024-04-20,Delivered,UPI,FastLogistics,190.0,5.29,184.71,0.0,75.23
ORD-000299,CUST-003027,2024-06-11,Delivered,Credit Card,FastLogistics,95.0,1.74,93.26,0.0,75.1
ORD-000300,CUST-014912,2024-09-24,Delivered,UPI,FastLogistics,64.0,4.94,59.06,5.0,85.47
ORD-000301,CUST-005290,2024-07-15,Delivered,Credit Card,ExpressCargo,74.3,6.57,67.73,5.0,74.75
ORD-000302,CUST-003165,2024-08-05,Delivered,UPI,ExpressCargo,248.0,13.15,234.85,0.0,75.81
ORD-000303,CUST-007659,2024-06-26,Delivered,Credit Card,BlueDart,220.0,6.12,213.88,0.0,87.9
ORD-000304,CUST-010705,2024-08-10,Delivered,Credit Card,FastLogistics,148.52,6.53,141.99,0.0,82.95
ORD-000305,CUST-014789,2024-05-09,Delivered,Credit Card,ExpressCargo,146.0,5.52,140.48,0.0,67.61
ORD-000306,CUST-009901,2024-07-30,Delivered,Credit Card,ExpressCargo,167.0,13.22,153.78,0.0,74.17
ORD-000307,CUST-002389,2024-05-26,Delivered,Credit Card,FastLogistics,193.0,7.27,185.73,0.0,69.64
ORD-000308,CUST-007894,2024-05-16,Delivered,Credit Card,ExpressCargo,67.0,1.47,65.53,5.0,66.06
ORD-000309,CUST-011183,2024-05-09,Returned,UPI,FastLogistics,390.0,7.23,382.77,0.0,75.32
ORD-000310,CUST-014178,2024-07-14,Delivered,UPI,ExpressCargo,65.0,3.38,61.62,5.0,73.95
ORD-000311,CUST-004268,2024-09-08,Delivered,Net Banking,BlueDart,189.0,12.01,176.99,0.0,91.99
ORD-000312,CUST-001579,2024-05-24,Delivered,Credit Card,BlueDart,272.0,8.25,263.75,0.0,87.79
ORD-000313,CUST-012071,2024-06-01,Delivered,Credit Card,FastLogistics,16.0,0.21,15.79,5.0,71.95
ORD-000314,CUST-008677,2024-09-04,Returned,UPI,FastLogistics,62.0,3.58,58.42,5.0,87.04
ORD-000315,CUST-011207,2024-06-20,Returned,Net Banking,ExpressCargo,190.0,4.13,185.87,0.0,70.25
ORD-000316,CUST-003303,2024-05-19,Delivered,UPI,ExpressCargo,195.0,2.58,192.42,0.0,68.58
ORD-000317,CUST-006820,2024-04-07,Delivered,COD,ExpressCargo,65.0,2.24,62.76,5.0,70.85
ORD-000318,CUST-000568,2024-06-27,Delivered,Credit Card,FastLogistics,140.0,2.78,137.22,0.0,74.3
ORD-000319,CUST-007618,2024-07-10,Delivered,Net Banking,FastLogistics,280.0,16.31,263.69,0.0,82.3
ORD-000320,CUST-000244,2024-04-10,Delivered,Credit Card,ExpressCargo,182.0,2.88,179.12,0.0,70.65
ORD-000321,CUST-012745,2024-04-29,Delivered,Credit Card,ExpressCargo,348.5,11.75,336.75,0.0,69.26
ORD-000322,CUST-009868,2024-07-03,Delivered,UPI,ExpressCargo,74.26,5.6,68.66,5.0,76.88
ORD-000323,CUST-013009,2024-08-13,Delivered,UPI,FastLogistics,195.0,11.04,183.96,0.0,86.35
ORD-000324,CUST-012994,2024-07-20,Delivered,UPI,FastLogistics,565.06,46.11,518.95,0.0,82.05
ORD-000325,CUST-001185,2024-06-28,Delivered,UPI,FastLogistics,169.0,5.34,163.66,0.0,74.73
ORD-000326,CUST-005079,2024-08-11,Delivered,UPI,ExpressCargo,85.0,6.26,78.74,5.0,76.88
ORD-000327,CUST-000270,2024-05-04,Delivered,UPI,ExpressCargo,234.0,2.96,231.04,0.0,65.65
ORD-000328,CUST-012134,2024-08-12,Delivered,Credit Card,FastLogistics,56.0,3.99,52.01,5.0,86.43
ORD-000329,CUST-010864,2024-05-23,Delivered,Credit Card,FastLogistics,231.0,3.61,227.39,0.0,74.55
ORD-000330,CUST-004004,2024-09-02,Delivered,Credit Card,FastLogistics,74.26,5.8,68.46,5.0,85.97
ORD-000331,CUST-006674,2024-04-10,Delivered,Net Banking,BlueDart,45.0,1.67,43.33,5.0,90.27
ORD-000332,CUST-001926,2024-09-30,Delivered,Credit Card,ExpressCargo,522.64,25.15,497.49,0.0,75.74
ORD-000333,CUST-009829,2024-07-06,Delivered,Credit Card,FastLogistics,58.0,3.64,54.36,5.0,84.29
ORD-000334,CUST-003972,2024-04-23,Delivered,Credit Card,FastLogistics,16.0,0.19,15.81,5.0,72.49
ORD-000335,CUST-009042,2024-06-25,Delivered,Credit Card,ExpressCargo,234.0,3.1,230.9,0.0,69.48
ORD-000336,CUST-011819,2024-09-11,Delivered,Net Banking,BlueDart,288.0,12.5,275.5,0.0,90.17
ORD-000337,CUST-013510,2024-06-18,Delivered,Credit Card,FastLogistics,90.0,1.43,88.57,0.0,70.58
ORD-000338,CUST-001983,2024-07-17,Returned,Credit Card,BlueDart,62.0,2.77,59.23,5.0,92.63
ORD-000339,CUST-011685,2024-09-09,Returned,Credit Card,ExpressCargo,187.06,8.83,178.23,0.0,74.5
ORD-000340,CUST-010050,2024-04-29,Delivered,Credit Card,BlueDart,331.0,6.82,324.18,0.0,90.21
ORD-000341,CUST-005727,2024-06-07,Delivered,COD,FastLogistics,488.0,10.93,477.07,0.0,72.62
ORD-000342,CUST-007601,2024-09-18,Delivered,Credit Card,ExpressCargo,32.0,2.3,29.7,5.0,77.25
ORD-000343,CUST-007273,2024-09-28,Delivered,Credit Card,FastLogistics,124.0,8.22,115.78,0.0,83.68
ORD-000344,CUST-005155,2024-06-13,Delivered,UPI,FastLogistics,199.0,6.9,192.1,0.0,71.76
ORD-000345,CUST-008875,2024-09-21,Delivered,Credit Card,ExpressCargo,98.0,7.31,90.69,0.0,73.9
ORD-000346,CUST-001635,2024-05-12,Delivered,UPI,ExpressCargo,172.0,6.42,165.58,0.0,65.63
ORD-000347,CUST-004195,2024-05-09,Delivered,Credit Card,FastLogistics,687.0,12.17,674.83,0.0,70.25
ORD-000348,CUST-000504,2024-06-01,Delivered,Credit Card,FastLogistics,422.0,16.05,405.95,0.0,71.43
ORD-000349,CUST-010481,2024-08-18,Delivered,UPI,BlueDart,130.0,5.59,124.41,0.0,90.24
ORD-000350,CUST-014257,2024-07-24,Delivered,UPI,FastLogistics,280.0,16.21,263.79,0.0,85.04
ORD-000351,CUST-005859,2024-04-12,Delivered,Credit Card,ExpressCargo,130.0,1.9,128.1,0.0,66.18
ORD-000352,CUST-011503,2024-08-25,Delivered,COD,ExpressCargo,118.3,5.9,112.4,0.0,76.13
ORD-000353,CUST-008487,2024-05-13,Delivered,UPI,BlueDart,394.0,6.82,387.18,0.0,86.1
ORD-000354,CUST-002816,2024-07-06,Delivered,Credit Card,FastLogistics,1331.44,56.87,1274.57,0.0,83.5
ORD-000355,CUST-003662,2024-04-17,Delivered,Credit Card,ExpressCargo,242.0,5.95,236.05,0.0,69.76
ORD-000356,CUST-014578,2024-06-07,Delivered,Credit Card,ExpressCargo,207.0,2.4,204.6,0.0,65.16
ORD-000357,CUST-003695,2024-09-14,Delivered,COD,FastLogistics,126.6,7.99,118.61,0.0,87.5
ORD-000358,CUST-011701,2024-08-21,Delivered,Credit Card,ExpressCargo,19.5,1.73,17.77,5.0,75.12
ORD-000359,CUST-014082,2024-07-06,Delivered,UPI,BlueDart,85.0,5.8,79.2,5.0,90.86
ORD-000360,CUST-002239,2024-04-04,Delivered,Credit Card,FastLogistics,94.0,1.87,92.13,0.0,70.01
ORD-000361,CUST-007116,2024-04-27,Delivered,Credit Card,BlueDart,398.0,10.86,387.14,0.0,90.71
ORD-000362,CUST-009404,2024-04-29,Delivered,UPI,ExpressCargo,114.5,2.78,111.72,0.0,67.61
ORD-000363,CUST-009826,2024-05-11,Delivered,COD,FastLogistics,76.0,1.99,74.01,5.0,74.12
ORD-000364,CUST-005328,2024-05-17,Delivered,UPI,BlueDart,160.0,1.94,158.06,0.0,90.97
ORD-000365,CUST-007418,2024-08-10,Delivered,Net Banking,ExpressCargo,32.0,2.03,29.97,5.0,76.63
ORD-000366,CUST-011149,2024-04-12,Delivered,COD,ExpressCargo,185.0,6.05,178.95,0.0,70.81
ORD-000367,CUST-013926,2024-07-03,Delivered,UPI,ExpressCargo,65.0,4.0,61.0,5.0,73.66
ORD-000368,CUST-001374,2024-09-26,Delivered,UPI,BlueDart,459.66,30.88,428.78,0.0,93.15
ORD-000369,CUST-014797,2024-04-05,Delivered,Credit Card,FastLogistics,58.0,1.39,56.61,5.0,74.21
ORD-000370,CUST-002964,2024-08-17,Delivered,COD,BlueDart,64.0,4.47,59.53,5.0,90.09
ORD-000371,CUST-012644,2024-09-05,Delivered,UPI,ExpressCargo,140.0,9.24,130.76,0.0,73.6
ORD-000372,CUST-008472,2024-09-12,Delivered,Credit Card,FastLogistics,459.66,38.74,420.92,0.0,84.21
ORD-000373,CUST-014373,2024-06-15,Delivered,Net Banking,FastLogistics,150.0,4.64,145.36,0.0,70.73
ORD-000374,CUST-009725,2024-05-08,Delivered,UPI,FastLogistics,68.5,2.59,65.91,5.0,75.28
ORD-000375,CUST-011711,2024-08-07,Delivered,UPI,FastLogistics,124.0,10.56,113.44,0.0,87.05
ORD-000376,CUST-008843,2024-08-07,Delivered,Credit Card,ExpressCargo,76.0,5.35,70.65,5.0,74.02
ORD-000377,CUST-002497,2024-06-12,Delivered,UPI,ExpressCargo,130.0,5.04,124.96,0.0,65.59
ORD-000378,CUST-000994,2024-04-05,Delivered,Net Banking,FastLogistics,247.0,4.14,242.86,0.0,73.85
ORD-000379,CUST-014680,2024-05-05,Delivered,UPI,FastLogistics,85.0,1.38,83.62,0.0,74.98
ORD-000380,CUST-013013,2024-08-25,Delivered,Credit Card,ExpressCargo,204.52,9.75,194.77,0.0,75.66
ORD-000381,CUST-002607,2024-09-03,Delivered,UPI,BlueDart,85.0,6.95,78.05,5.0,90.1
ORD-000382,CUST-004281,2024-08-15,Delivered,Credit Card,BlueDart,325.0,14.49,310.51,0.0,93.08
ORD-000383,CUST-000021,2024-05-31,Delivered,Credit Card,FastLogistics,162.0,2.29,159.71,0.0,73.02
ORD-000384,CUST-003353,2024-04-13,Delivered,Credit Card,BlueDart,64.0,1.74,62.26,5.0,86.86
ORD-000385,CUST-012234,2024-09-17,Delivered,UPI,FastLogistics,374.12,32.31,341.81,0.0,83.52
ORD-000386,CUST-011512,2024-06-13,Delivered,UPI,ExpressCargo,208.0,7.04,200.96,0.0,67.56
ORD-000387,CUST-003508,2024-04-02,Delivered,UPI,BlueDart,95.0,1.86,93.14,0.0,87.39
ORD-000388,CUST-004926,2024-06-02,Delivered,Credit Card,ExpressCargo,195.0,5.67,189.33,0.0,67.98
ORD-000389,CUST-010109,2024-08-28,Delivered,Credit Card,ExpressCargo,62.0,3.23,58.77,5.0,74.84
ORD-000390,CUST-002519,2024-04-24,Delivered,Net Banking,FastLogistics,249.0,4.51,244.49,0.0,74.09
ORD-000391,CUST-009150,2024-04-07,Delivered,Credit Card,FastLogistics,530.0,7.39,522.61,0.0,70.53
ORD-000392,CUST-009013,2024-07-22,Delivered,Credit Card,FastLogistics,459.66,39.84,419.82,0.0,84.25
ORD-000393,CUST-010727,2024-04-14,Delivered,Credit Card,ExpressCargo,64.0,1.07,62.93,5.0,69.95
ORD-000394,CUST-013229,2024-07-27,Delivered,UPI,BlueDart,102.3,8.94,93.36,0.0,91.13
ORD-000395,CUST-005563,2024-07-20,Delivered,Net Banking,ExpressCargo,130.0,5.7,124.3,0.0,75.5
ORD-000396,CUST-010898,2024-06-06,Delivered,UPI,ExpressCargo,62.0,1.02,60.98,5.0,70.97
ORD-000397,CUST-010050,2024-07-29,Delivered,Credit Card,ExpressCargo,148.52,10.17,138.35,0.0,75.04
ORD-000398,CUST-000978,2024-06-13,Delivered,Credit Card,FastLogistics,249.0,3.6,245.4,0.0,74.96
ORD-000399,CUST-006728,2024-07-14,Delivered,Net Banking,BlueDart,262.0,12.61,249.39,0.0,91.41
ORD-000400,CUST-004468,2024-06-21,Delivered,UPI,FastLogistics,76.0,2.43,73.57,5.0,69.84
ORD-000401,CUST-003550,2024-08-10,Delivered,UPI,BlueDart,39.0,1.74,37.26,5.0,91.83
ORD-000402,CUST-010464,2024-07-02,Delivered,Credit Card,FastLogistics,190.0,13.36,176.64,0.0,84.07
ORD-000403,CUST-008301,2024-04-01,Delivered,COD,FastLogistics,331.5,5.51,325.99,0.0,71.05
ORD-000404,CUST-009480,2024-08-02,Delivered,COD,FastLogistics,81.3,6.27,75.03,5.0,85.12
ORD-000405,CUST-013764,2024-06-09,Delivered,Net Banking,ExpressCargo,188.0,6.07,181.93,0.0,67.67
ORD-000406,CUST-009670,2024-08-22,Delivered,Net Banking,FastLogistics,259.3,19.67,239.63,0.0,81.96
ORD-000407,CUST-002314,2024-07-17,Delivered,Credit Card,ExpressCargo,29.0,1.87,27.13,5.0,76.46
ORD-000408,CUST-013102,2024-07-21,Delivered,UPI,ExpressCargo,62.0,3.02,58.98,5.0,74.99
ORD-000409,CUST-010120,2024-04-29,Delivered,Credit Card,FastLogistics,390.0,15.03,374.97,0.0,69.67
ORD-000410,CUST-002219,2024-07-20,Delivered,Net Banking,FastLogistics,293.32,11.73,281.59,0.0,83.56
ORD-000411,CUST-007510,2024-06-17,Delivered,UPI,FastLogistics,90.0,1.04,88.96,0.0,70.3
ORD-000412,CUST-010786,2024-09-23,Delivered,Credit Card,BlueDart,42.3,2.88,39.42,5.0,90.44
ORD-000413,CUST-009312,2024-07-29,Delivered,Credit Card,ExpressCargo,124.0,6.2,117.8,0.0,76.05
ORD-000414,CUST-013528,2024-06-04,Returned,UPI,FastLogistics,305.0,9.17,295.83,0.0,71.75
ORD-000415,CUST-001920,2024-04-01,Delivered,UPI,BlueDart,623.0,6.31,616.69,0.0,89.83
ORD-000416,CUST-001429,2024-06-30,Delivered,Net Banking,BlueDart,323.0,8.3,314.7,0.0,88.12
ORD-000417,CUST-014557,2024-04-18,Delivered,Net Banking,FastLogistics,479.0,14.27,464.73,0.0,73.88
ORD-000418,CUST-014837,2024-08-08,Delivered,COD,FastLogistics,39.0,2.56,36.44,5.0,82.22
ORD-000419,CUST-014666,2024-06-29,Delivered,Credit Card,FastLogistics,130.0,1.98,128.02,0.0,70.54
ORD-000420,CUST-007626,2024-08-23,Delivered,Net Banking,FastLogistics,16.0,1.02,14.98,5.0,82.57
ORD-000421,CUST-003177,2024-05-15,Delivered,COD,BlueDart,452.0,12.12,439.88,0.0,90.08
ORD-000422,CUST-007536,2024-08-24,Delivered,COD,FastLogistics,140.0,6.7,133.3,0.0,85.6
ORD-000423,CUST-001464,2024-08-30,Delivered,UPI,ExpressCargo,225.0,15.07,209.93,0.0,75.17
ORD-000424,CUST-012968,2024-08-30,Delivered,Credit Card,BlueDart,237.3,11.72,225.58,0.0,91.42
ORD-000425,CUST-011754,2024-09-16,Delivered,UPI,BlueDart,460.0,38.13,421.87,0.0,92.66
ORD-000426,CUST-005311,2024-08-23,Delivered,Credit Card,ExpressCargo,124.0,7.24,116.76,0.0,74.45
ORD-000427,CUST-013681,2024-04-19,Delivered,Credit Card,FastLogistics,190.0,6.3,183.7,0.0,75.35
ORD-000428,CUST-012251,2024-09-22,Delivered,UPI,FastLogistics,544.12,44.53,499.59,0.0,81.84
ORD-000429,CUST-003880,2024-07-16,Delivered,Net Banking,BlueDart,148.52,6.2,142.32,0.0,92.39
ORD-000430,CUST-002511,2024-08-28,Delivered,Credit Card,BlueDart,222.0,17.27,204.73,0.0,91.37
ORD-000431,CUST-000856,2024-07-11,Delivered,UPI,FastLogistics,479.3,26.03,453.27,0.0,82.18
ORD-000432,CUST-003635,2024-07-25,Delivered,UPI,FastLogistics,76.0,6.04,69.96,5.0,85.49
ORD-000433,CUST-008867,2024-06-16,Returned,Credit Card,FastLogistics,195.0,3.76,191.24,0.0,73.34
ORD-000434,CUST-003491,2024-05-30,Delivered,Credit Card,FastLogistics,576.0,18.19,557.81,0.0,75.38
ORD-000435,CUST-008471,2024-05-28,Delivered,Net Banking,BlueDart,130.0,4.55,125.45,0.0,90.23
ORD-000436,CUST-008647,2024-07-17,Delivered,Credit Card,BlueDart,232.0,9.43,222.57,0.0,90.31
ORD-000437,CUST-004937,2024-05-13,Delivered,COD,ExpressCargo,375.0,5.88,369.12,0.0,66.86
ORD-000438,CUST-008309,2024-09-07,Returned,Credit Card,ExpressCargo,80.0,5.78,74.22,5.0,74.57
ORD-000439,CUST-006164,2024-04-09,Delivered,UPI,ExpressCargo,293.5,9.56,283.94,0.0,70.76
ORD-000440,CUST-011427,2024-07-29,Delivered,UPI,BlueDart,38.0,3.33,34.67,5.0,89.55
ORD-000441,CUST-001097,2024-04-28,Delivered,Credit Card,ExpressCargo,160.0,5.17,154.83,0.0,70.21
ORD-000442,CUST-006083,2024-06-29,Delivered,UPI,ExpressCargo,128.0,4.0,124.0,0.0,66.78
ORD-000443,CUST-007841,2024-09-05,Delivered,Credit Card,ExpressCargo,65.0,3.57,61.43,5.0,76.55
ORD-000444,CUST-006763,2024-06-24,Delivered,Credit Card,FastLogistics,246.0,7.15,238.85,0.0,70.37
ORD-000445,CUST-007937,2024-06-04,Delivered,UPI,ExpressCargo,1036.0,21.68,1014.32,0.0,67.74
ORD-000446,CUST-014953,2024-04-26,Delivered,UPI,FastLogistics,338.0,3.59,334.41,0.0,75.14
ORD-000447,CUST-000631,2024-08-01,Delivered,UPI,FastLogistics,124.0,8.86,115.14,0.0,83.59
ORD-000448,CUST-004234,2024-06-11,Delivered,Credit Card,FastLogistics,95.0,2.06,92.94,0.0,70.04
ORD-000449,CUST-013439,2024-06-18,Delivered,COD,FastLogistics,366.0,5.02,360.98,0.0,71.95
ORD-000450,CUST-006980,2024-08-04,Delivered,Net Banking,FastLogistics,234.0,12.29,221.71,0.0,87.28
ORD-000451,CUST-012606,2024-06-22,Delivered,UPI,FastLogistics,312.0,11.8,300.2,0.0,75.27
ORD-000452,CUST-000932,2024-04-09,Delivered,UPI,BlueDart,222.0,2.67,219.33,0.0,85.82
ORD-000453,CUST-003775,2024-05-07,Delivered,Credit Card,ExpressCargo,45.0,0.93,44.07,5.0,68.42
ORD-000454,CUST-001392,2024-04-13,Delivered,UPI,BlueDart,65.0,1.21,63.79,5.0,85.28
ORD-000455,CUST-006154,2024-04-24,Delivered,Credit Card,FastLogistics,489.0,6.23,482.77,0.0,69.56
ORD-000456,CUST-005051,2024-07-25,Delivered,Credit Card,BlueDart,178.6,11.66,166.94,0.0,92.9
ORD-000457,CUST-004166,2024-05-28,Delivered,UPI,ExpressCargo,575.0,10.61,564.39,0.0,67.76
ORD-000458,CUST-012898,2024-08-13,Delivered,Credit Card,FastLogistics,89.3,6.52,82.78,0.0,86.91
ORD-000459,CUST-003782,2024-05-04,Delivered,COD,FastLogistics,462.5,17.89,444.61,0.0,72.54
ORD-000460,CUST-007867,2024-09-22,Delivered,Credit Card,ExpressCargo,205.0,9.61,195.39,0.0,76.44
ORD-000461,CUST-012929,2024-04-27,Delivered,UPI,FastLogistics,593.0,22.07,570.93,0.0,75.32
ORD-000462,CUST-014115,2024-06-28,Delivered,Net Banking,FastLogistics,170.0,6.11,163.89,0.0,71.52
ORD-000463,CUST-005067,2024-08-17,Delivered,Credit Card,ExpressCargo,173.0,9.38,163.62,0.0,75.28
ORD-000464,CUST-014418,2024-09-17,Delivered,Credit Card,ExpressCargo,365.0,22.22,342.78,0.0,73.68
ORD-000465,CUST-009455,2024-06-02,Delivered,Net Banking,FastLogistics,83.0,2.92,80.08,0.0,72.1
ORD-000466,CUST-001620,2024-07-06,Delivered,UPI,FastLogistics,428.52,26.35,402.17,0.0,83.08
ORD-000467,CUST-005577,2024-04-24,Delivered,Net Banking,FastLogistics,48.0,0.8,47.2,5.0,71.64
ORD-000468,CUST-006240,2024-04-17,Delivered,Credit Card,FastLogistics,64.0,1.76,62.24,5.0,74.54
ORD-000469,CUST-001252,2024-04-10,Delivered,Credit Card,ExpressCargo,85.0,2.49,82.51,0.0,65.94
ORD-000470,CUST-012730,2024-04-14,Delivered,Credit Card,BlueDart,29.0,0.92,28.08,5.0,87.99
ORD-000471,CUST-009836,2024-06-06,Delivered,UPI,FastLogistics,588.0,10.69,577.31,0.0,72.64
ORD-000472,CUST-011300,2024-07-15,Delivered,UPI,ExpressCargo,64.0,4.32,59.68,5.0,73.64
ORD-000473,CUST-001738,2024-07-12,Delivered,Net Banking,ExpressCargo,178.6,8.15,170.45,0.0,74.18
ORD-000474,CUST-001396,2024-04-28,Delivered,Credit Card,ExpressCargo,542.0,5.66,536.34,0.0,67.44
ORD-000475,CUST-014161,2024-05-03,Delivered,UPI,ExpressCargo,134.0,2.36,131.64,0.0,69.85
ORD-000476,CUST-002191,2024-04-21,Delivered,Credit Card,ExpressCargo,140.0,5.14,134.86,0.0,70.19
ORD-000477,CUST-003371,2024-05-23,Delivered,Credit Card,ExpressCargo,231.0,9.1,221.9,0.0,66.25
ORD-000478,CUST-000106,2024-04-02,Delivered,COD,ExpressCargo,62.0,2.32,59.68,5.0,66.72
